t,P_mtp_toes_r,y,z,P_subt_calc_r,y,z,P_Ankle_tal_r,y,z,P_KneeJ_r,y,z,P_HipJ_r,y,z,P_Pelvis_C,y,z,P_Torso,y,z,P_neck,y,z,P_sho_r,y,z,P_elb_r,y,z,P_hand_r,y,z,P_sho_l,y,z,P_elb_l,y,z,P_hand_l,y,z,P_HipJ_l,y,z,P_KneeJ_l,y,z,P_Ankle_tal_l,y,z,P_subt_calc_l,y,z,P_mtp_toes_l,y,z,Pc_total,y,z,acc_Total_COM,y,z,pelvis Tilt - z,pelvis List - x,pelvis rotation - y,hip flexion_r - z,hip adduction_r - x,hip rotation_r - y,knee angle_r - z,ankle_angle_r - z,subtalar_anle_r - y,hip flexion_l - z,hip adduction_l - x,hip rotation_l - y,knee angle_l - z,ankle_angle_l - z,subtalar_anle_l - y,lumbar_extension_z,lumbar_bending_x,lumbar_rotation_y,arm_flex_r_z,arm_add_r_x,arm_rot_r_y,elbow_flex_r_z,pro_sup_r_y,wrist_flex_r_z,wrist_dev_r_x,arm_flex_l_z,arm_add_l_x,arm_rot_l_y,elbow_flex_l_z,pro_sup_l_y,wrist_flex_l_z,wrist_dev_l_x,Sailangle-z,Sailangle-x,Sailangle-y,Boardangle-z,Boardangle-x,Boardangle-y,sailing speed,sailing direction,Upwind - 1_ Downwind - 0,sidewind R-1_ L-0,wind speed,wind direction
130.3667,0,0,0,-0.1787977,0.002192372,-0.001088461,-0.1299816,0.04406856,-0.009114701,-0.1147279,0.4402463,-0.01012963,-0.1049698,0.849678,-0.008149303,-0.05037243,0.9304446,-0.08425885,-0.154904,1.00689,-0.08771199,-0.1702083,1.377987,-0.09638917,-0.1736002,1.38182,0.07353375,0.01178351,1.174215,0.1424535,0.2164692,1.200058,-0.001410844,-0.1668163,1.374154,-0.2663121,0.02098205,1.16382,-0.318354,0.2197897,1.196305,-0.1677511,-0.1004468,0.8488859,-0.1626011,-0.114582,0.4397759,-0.1479396,-0.1269674,0.04365216,-0.1368464,-0.17654,0.002719886,-0.1451016,0.002078946,-0.003864126,-0.1399513,-0.1616242,0.9265552,-0.06990473,-0.1349643,0.07836223,0.1721186,2.842651,-0.07863698,-1.875693,-3.572019,0.3030345,1.681477,1.151579,1.902894,-0.0313427,-4.109292,1.572455,0.2338858,0.1743806,-1.91E-10,0,0.06600059,-0.970274,0.5832385,37.99065,-15.31355,37.99065,77.5374,44.67007,0,0,37.99065,-15.31355,37.99065,77.5374,44.67007,0,0,0,0,0,0,0,0,0,0,1,1,0,0
130.3833,0,0,0,-0.1787975,0.002185055,-0.001132565,-0.1299811,0.04406395,-0.009142394,-0.1146099,0.4402375,-0.009987213,-0.1048132,0.8496668,-0.007833594,-0.05023176,0.930478,-0.08390717,-0.1547841,1.006896,-0.08733927,-0.1700003,1.378001,-0.09584737,-0.1733224,1.38176,0.07407858,0.0120562,1.174094,0.1428297,0.2166893,1.199935,-0.001109605,-0.1666782,1.374241,-0.2657733,0.02106513,1.163899,-0.3179815,0.2199411,1.196255,-0.1674411,-0.1002772,0.848936,-0.1622853,-0.114423,0.4398169,-0.1478911,-0.1268135,0.04368607,-0.1370568,-0.1763876,0.002760014,-0.1453339,0.002231783,-0.003830188,-0.140206,-0.1614661,0.9265655,-0.06958214,-0.2744834,0.1662595,-0.1051603,2.864849,-0.07705464,-1.861417,-3.593424,0.3042913,1.686375,1.162764,1.919635,-0.05558447,-4.126868,1.557882,0.2231386,0.1736173,-1.89E-10,0,0.0366058,-0.9668857,0.6112731,37.99581,-15.31317,37.99581,77.53133,44.67225,0,0,37.99581,-15.31317,37.99581,77.53133,44.67225,0,0,0,0,0,0,0,0,0,0,1,1,0,0
130.4,0,0,0,-0.1787976,0.002197363,-0.001089367,-0.1299803,0.04407177,-0.009117231,-0.1142745,0.440232,-0.01007347,-0.1044209,0.8496581,-0.008043731,-0.04984072,0.9304251,-0.08416511,-0.1543672,1.00688,-0.08758088,-0.1699934,1.377965,-0.09616512,-0.1731831,1.381762,0.07376255,0.01249251,1.174328,0.1424121,0.2169812,1.200343,-0.001700699,-0.1668037,1.374168,-0.2660928,0.02114233,1.164032,-0.3183997,0.2201032,1.196627,-0.1680233,-0.09994611,0.8488754,-0.1624969,-0.1141785,0.4397638,-0.1479726,-0.1266472,0.0436389,-0.1370132,-0.1762361,0.002721177,-0.1452428,0.002385514,-0.003906299,-0.140241,-0.1612547,0.9265479,-0.06979496,-0.2132677,0.2577864,-0.02527686,2.854678,-0.0720378,-1.844985,-3.581499,0.3062188,1.663758,1.201811,1.96717,-0.0382162,-4.119445,1.556255,0.2050306,0.1725171,-1.88E-10,0,0.1196175,-0.9583416,0.6339053,38.00045,-15.31282,38.00045,77.5259,44.67419,0,0,38.00045,-15.31282,38.00045,77.5259,44.67419,0,0,0,0,0,0,0,0,0,0,1,1,0,0
130.4167,0,0,0,-0.1787976,0.002187752,-0.001108981,-0.1299816,0.04406604,-0.00912452,-0.1145037,0.4402355,-0.009941829,-0.1048881,0.8496665,-0.007768603,-0.05036356,0.9304977,-0.08386179,-0.1549392,1.006886,-0.08724298,-0.1706653,1.377971,-0.09568018,-0.173794,1.381702,0.07425008,0.01198401,1.17431,0.14275,0.2164127,1.200416,-0.001431652,-0.1675366,1.37424,-0.2656104,0.02046833,1.164192,-0.318063,0.2194747,1.196764,-0.1677418,-0.1004206,0.8489459,-0.1622223,-0.1145233,0.4398264,-0.1477978,-0.1268779,0.04369523,-0.1369351,-0.1764558,0.002765361,-0.1451706,0.002168134,-0.003812291,-0.1401857,-0.1617554,0.9265679,-0.06948097,-0.1498253,0.2622721,-0.02490584,2.872361,-0.06857848,-1.829778,-3.584895,0.3042875,1.660812,1.202134,1.934199,-0.05829659,-4.137932,1.564644,0.2025979,0.1740668,-1.86E-10,0,0.09820988,-0.9581742,0.6520142,38.00709,-15.31233,38.00709,77.5181,44.67698,0,0,38.00709,-15.31233,38.00709,77.5181,44.67698,0,0,0,0,0,0,0,0,0,0,1,1,0,0
130.4333,0,0,0,-0.1787975,0.002193786,-0.001118285,-0.1299797,0.04406958,-0.009135626,-0.1140672,0.4402219,-0.009956452,-0.1041773,0.8496449,-0.007792133,-0.0496487,0.930459,-0.08390055,-0.1542014,1.00688,-0.08725252,-0.1702183,1.377952,-0.09569372,-0.1731733,1.381691,0.07423949,0.01284765,1.174456,0.142556,0.217106,1.200698,-0.001842103,-0.1672633,1.374214,-0.2656269,0.02086087,1.164319,-0.3182615,0.2199979,1.197039,-0.1681458,-0.09975315,0.8489229,-0.1622471,-0.1139012,0.4398043,-0.1478438,-0.1263105,0.04367427,-0.137002,-0.1758956,0.002751956,-0.1452317,0.002728154,-0.003851485,-0.1402764,-0.1612065,0.9265596,-0.06951101,-0.08216482,0.3111305,0.04084149,2.874633,-0.06371193,-1.808017,-3.605637,0.3026249,1.644924,1.225746,1.996526,-0.05703105,-4.127029,1.560875,0.2087492,0.1755086,-1.84E-10,0,0.1606735,-0.9573314,0.6952715,38.01116,-15.31203,38.01116,77.51333,44.67867,0,0,38.01116,-15.31203,38.01116,77.51333,44.67867,0,0,0,0,0,0,0,0,0,0,1,1,0,0
130.45,0,0,0,-0.1787974,0.002192485,-0.001129481,-0.1299794,0.04406861,-0.009143886,-0.1140944,0.440222,-0.009966012,-0.1041313,0.8496441,-0.007799962,-0.04965906,0.9304824,-0.08392291,-0.1542428,1.006863,-0.0872382,-0.1705811,1.377921,-0.09569289,-0.1734019,1.381669,0.07424239,0.01286332,1.174608,0.1424215,0.2169822,1.201002,-0.002145929,-0.1677603,1.374173,-0.2656282,0.02051258,1.164445,-0.3183982,0.2197426,1.197334,-0.1684429,-0.09975684,0.8489297,-0.1622564,-0.1138539,0.4398093,-0.1478564,-0.1262306,0.0436782,-0.1370183,-0.1758156,0.002752453,-0.1452314,0.002810374,-0.003838089,-0.1403392,-0.1613353,0.926554,-0.06952254,-0.2922117,0.2987303,-0.03027533,2.89397,-0.05356704,-1.785393,-3.63807,0.3000283,1.626536,1.212026,1.992854,-0.05728423,-4.14301,1.56237,0.2063062,0.1776768,-1.83E-10,0,0.1875536,-0.9613956,0.7232087,38.01502,-15.31175,38.01502,77.5088,44.68029,0,0,38.01502,-15.31175,38.01502,77.5088,44.68029,0,0,0,0,0,0,0,0,0,0,1,1,0,0
130.4667,0,0,0,-0.1787973,0.002176565,-0.001181794,-0.1299805,0.04405858,-0.009173258,-0.1145168,0.4402289,-0.009835804,-0.1046792,0.8496557,-0.007495483,-0.05030557,0.9306053,-0.08357071,-0.1549801,1.006864,-0.08683583,-0.1719443,1.377897,-0.09510731,-0.1746745,1.381561,0.07483128,0.01199299,1.174796,0.1428052,0.2159845,1.201585,-0.001869078,-0.169214,1.374234,-0.2650459,0.01939672,1.164861,-0.3180192,0.2186562,1.198,-0.1681581,-0.100309,0.849041,-0.1619524,-0.1142125,0.4399067,-0.1477725,-0.1264352,0.04376502,-0.1371475,-0.1760034,0.002824263,-0.1453872,0.002624698,-0.003698969,-0.1404812,-0.162151,0.9265817,-0.0691794,-0.320617,0.2720464,0.000484576,2.935469,-0.04074326,-1.755788,-3.68769,0.2879957,1.624669,1.170181,1.932864,-0.0817074,-4.183958,1.567788,0.2121159,0.1823635,-1.82E-10,0,0.21624,-0.96719,0.7541648,38.01993,-15.31138,38.01993,77.50304,44.68234,0,0,38.01993,-15.31138,38.01993,77.50304,44.68234,0,0,0,0,0,0,0,0,0,0,1,1,0,0
130.4833,0,0,0,-0.1787971,0.002182598,-0.001191794,-0.1299785,0.04406244,-0.009182826,-0.1138549,0.4402066,-0.009743216,-0.1038473,0.8496244,-0.007312774,-0.04943939,0.9305285,-0.08341196,-0.1540462,1.006882,-0.08661923,-0.1714259,1.377898,-0.09484037,-0.1739741,1.381544,0.07510141,0.01300291,1.174985,0.1428522,0.2168062,1.202003,-0.002044773,-0.1688776,1.374251,-0.2647822,0.01991297,1.165098,-0.3179788,0.2192996,1.198435,-0.1683311,-0.09955734,0.8490137,-0.161772,-0.1137036,0.4398883,-0.1475682,-0.126144,0.04375402,-0.1369209,-0.175741,0.002841146,-0.1451256,0.002886602,-0.003783393,-0.1403406,-0.1615244,0.9265828,-0.06898464,-0.2481687,0.2900282,0.09122058,2.918828,-0.03565126,-1.737726,-3.660645,0.2988051,1.595191,1.239322,2.026759,-0.09426276,-4.166789,1.572448,0.2038418,0.1796802,-1.81E-10,0,0.3316175,-0.9602093,0.7865495,38.02245,-15.3112,38.02245,77.50012,44.68335,0,0,38.02245,-15.3112,38.02245,77.50012,44.68335,0,0,0,0,0,0,0,0,0,0,1,1,0,0
130.5,0,0,0,-0.1787972,0.002186405,-0.001177179,-0.1299783,0.04406487,-0.009174059,-0.1137579,0.4402051,-0.009769693,-0.1037435,0.8496222,-0.007378502,-0.0493778,0.9305229,-0.08351134,-0.1539938,1.006865,-0.08668073,-0.1716825,1.377867,-0.09488456,-0.1740777,1.381511,0.07505951,0.01314284,1.175115,0.1426361,0.2167905,1.202289,-0.002450336,-0.1692873,1.374223,-0.2648286,0.01963782,1.165235,-0.3181977,0.2191341,1.198724,-0.16873,-0.09952247,0.8489939,-0.1618396,-0.1136913,0.4398722,-0.1475546,-0.1261559,0.04374079,-0.1368287,-0.1757556,0.002829352,-0.1450238,0.002871725,-0.003805265,-0.1402427,-0.1615828,0.9265726,-0.06902734,-0.5497267,0.3590719,-0.12828,2.930884,-0.02541266,-1.700697,-3.667564,0.3000989,1.569653,1.251935,2.04049,-0.08875986,-4.176442,1.576829,0.2277253,0.1799784,-1.80E-10,0,0.3727291,-0.9507647,0.812917,38.02634,-15.31091,38.02634,77.49557,44.68495,0,0,38.02634,-15.31091,38.02634,77.49557,44.68495,0,0,0,0,0,0,0,0,0,0,1,1,0,0
130.5167,0,0,0,-0.1787971,0.00218138,-0.001204589,-0.1299781,0.04406167,-0.009191312,-0.1137531,0.4402018,-0.009698257,-0.1037118,0.8496179,-0.007214726,-0.04939864,0.9305666,-0.08333411,-0.154048,1.006865,-0.08645399,-0.1720125,1.377857,-0.09451433,-0.1743042,1.381438,0.07543249,0.01312164,1.175167,0.1428169,0.2166585,1.20253,-0.002389156,-0.1697207,1.374275,-0.2644611,0.01933614,1.165455,-0.3180211,0.2189007,1.199026,-0.1686633,-0.09952703,0.8490416,-0.161677,-0.1135994,0.4399105,-0.1475671,-0.1259746,0.04377177,-0.1370103,-0.1755626,0.002852222,-0.1452359,0.003064967,-0.003742827,-0.1404096,-0.1616946,0.9265832,-0.0688324,-0.561026,0.3174384,-0.08314583,2.948281,-0.01828759,-1.670069,-3.695553,0.2938309,1.556146,1.248932,2.041212,-0.1016843,-4.187898,1.57109,0.2562687,0.1806633,-1.79E-10,0,0.3904877,-0.9472056,0.8349064,38.02997,-15.31064,38.02997,77.49133,44.68645,0,0,38.02997,-15.31064,38.02997,77.49133,44.68645,0,0,0,0,0,0,0,0,0,0,1,1,0,0
130.5333,0,0,0,-0.1787971,0.002185606,-0.001191876,-0.1299777,0.04406452,-0.009183135,-0.1134964,0.4401941,-0.009667017,-0.1034789,0.8496082,-0.007168368,-0.04918577,0.9305458,-0.08331393,-0.1538298,1.006853,-0.08640366,-0.1719811,1.377835,-0.09448522,-0.1741155,1.381433,0.0754633,0.01348671,1.17527,0.1426916,0.2168739,1.202706,-0.002710284,-0.1698466,1.374237,-0.2644337,0.01927458,1.165515,-0.3181476,0.2189621,1.199187,-0.168977,-0.0993485,0.8490181,-0.161632,-0.113439,0.4398885,-0.147496,-0.1258261,0.04375081,-0.136914,-0.1754157,0.002832276,-0.1451353,0.003211904,-0.003767971,-0.1403149,-0.161559,0.9265714,-0.06879587,-0.5565131,0.321964,-0.08310563,2.950691,-0.008139424,-1.642139,-3.688168,0.3013985,1.536053,1.287939,2.077428,-0.1037676,-4.186346,1.56921,0.2746798,0.1798444,-1.78E-10,0,0.4236047,-0.9452954,0.8681929,38.03392,-15.31035,38.03392,77.48675,44.68805,0,0,38.03392,-15.31035,38.03392,77.48675,44.68805,0,0,0,0,0,0,0,0,0,0,1,1,0,0
130.55,0,0,0,-0.178797,0.002179337,-0.001227889,-0.1299773,0.04406044,-0.009206373,-0.1135052,0.4401905,-0.009591536,-0.1034233,0.849603,-0.006988644,-0.04919139,0.9305827,-0.08313301,-0.1538632,1.006855,-0.08615364,-0.172277,1.377827,-0.09409311,-0.1742336,1.381367,0.07585876,0.01359058,1.175319,0.1428186,0.2168044,1.202935,-0.002791554,-0.1703203,1.374286,-0.264045,0.01889637,1.16572,-0.3180273,0.2187186,1.199472,-0.1690552,-0.09936007,0.8490618,-0.1614543,-0.1134481,0.4399271,-0.1474679,-0.1258427,0.04378573,-0.1370311,-0.1754346,0.00287139,-0.1452595,0.003193643,-0.003734785,-0.1404707,-0.1616718,0.9265812,-0.06858565,-0.4978409,0.390229,0.06948652,2.971728,-5.92E-06,-1.610624,-3.716747,0.2979852,1.511128,1.277961,2.076324,-0.118366,-4.20675,1.565697,0.2897302,0.1811409,-1.77E-10,0,0.4436804,-0.9413509,0.9037141,38.0367,-15.31015,38.0367,77.48347,44.6892,0,0,38.0367,-15.31015,38.0367,77.48347,44.6892,0,0,0,0,0,0,0,0,0,0,1,1,0,0
130.5667,0,0,0,-0.1787964,0.002149985,-0.00134861,-0.1299781,0.04404175,-0.009279009,-0.1140677,0.440195,-0.009323321,-0.104033,0.8496106,-0.006352033,-0.04998021,0.9307479,-0.08245595,-0.1547933,1.00683,-0.08537726,-0.173472,1.377794,-0.09303853,-0.1753261,1.381211,0.07691702,0.01269358,1.175256,0.1436113,0.2157978,1.20311,-0.002106017,-0.1716178,1.374377,-0.2629941,0.01772135,1.165991,-0.317242,0.2176117,1.199768,-0.1683671,-0.1000298,0.8491946,-0.1608196,-0.1138997,0.440042,-0.1471466,-0.1261087,0.04388701,-0.1370133,-0.1756814,0.002955778,-0.145273,0.00294992,-0.003570397,-0.1404894,-0.1625066,0.9265932,-0.06791549,-0.5020155,0.3492076,0.08489012,3.044433,0.009014233,-1.572901,-3.814651,0.3036811,1.488913,1.205899,1.996662,-0.1699779,-4.282287,1.566924,0.3108657,0.1847173,-1.76E-10,0,0.3788208,-0.944752,0.9169511,38.03951,-15.30994,38.03951,77.48012,44.6904,0,0,38.03951,-15.30994,38.03951,77.48012,44.6904,0,0,0,0,0,0,0,0,0,0,1,1,0,0
130.5833,0,0,0,-0.1787964,0.0021489,-0.001358041,-0.1299778,0.04404109,-0.009285046,-0.1139954,0.4401914,-0.009284853,-0.1039474,0.8496059,-0.006269438,-0.04994377,0.9307512,-0.08239972,-0.1547857,1.006794,-0.08530636,-0.1738939,1.377735,-0.09301165,-0.1756104,1.381177,0.07694483,0.01271297,1.175459,0.1435139,0.2156635,1.203512,-0.00237959,-0.1721773,1.374293,-0.2629681,0.01736759,1.166126,-0.3173387,0.2173426,1.200145,-0.1686327,-0.09998311,0.8491672,-0.160738,-0.1138073,0.4400174,-0.1469376,-0.1259787,0.04386444,-0.1366806,-0.1755456,0.002925621,-0.1449376,0.003085299,-0.003581161,-0.1401148,-0.162625,0.9265687,-0.06784986,-0.5190025,0.2508439,-0.1097731,3.06413,0.008999875,-1.546411,-3.838113,0.318402,1.474676,1.214158,2.006902,-0.1761481,-4.297194,1.575995,0.3371236,0.1857465,-1.75E-10,0,0.4236673,-0.9419093,0.9499186,38.04337,-15.30965,38.04337,77.47564,44.69196,0,0,38.04337,-15.30965,38.04337,77.47564,44.69196,0,0,0,0,0,0,0,0,0,0,1,1,0,0
130.6,0,0,0,-0.1787964,0.002155466,-0.00134236,-0.1299771,0.0440451,-0.00927789,-0.1138072,0.4401878,-0.009353466,-0.1036372,0.8495993,-0.006418512,-0.04966716,0.9307262,-0.08259221,-0.1544995,1.006784,-0.08544642,-0.1740441,1.377702,-0.09317718,-0.1755368,1.381166,0.07678098,0.01312537,1.175685,0.1431239,0.2158473,1.20394,-0.00304796,-0.1725515,1.374239,-0.2631353,0.01717278,1.166293,-0.3177298,0.2173073,1.200552,-0.1692938,-0.09976551,0.8491389,-0.1608893,-0.1136616,0.4399905,-0.1471196,-0.1259048,0.043839,-0.1368927,-0.1754816,0.00291018,-0.1451397,0.003149419,-0.003630592,-0.1403658,-0.1625405,0.9265592,-0.06800423,-0.3471694,0.08333889,-0.07042732,3.068722,0.01282547,-1.518555,-3.846632,0.3152181,1.440383,1.223868,2.033808,-0.164881,-4.300172,1.562996,0.3556063,0.1859272,-1.74E-10,0,0.4987695,-0.9375629,0.9920246,38.04724,-15.30937,38.04724,77.47115,44.69351,0,0,38.04724,-15.30937,38.04724,77.47115,44.69351,0,0,0,0,0,0,0,0,0,0,1,1,0,0
130.6167,0,0,0,-0.1787964,0.002149029,-0.001359434,-0.1299777,0.04404111,-0.009286463,-0.114004,0.4401918,-0.009297645,-0.1039267,0.849606,-0.006292814,-0.0500691,0.9307969,-0.08247784,-0.154976,1.006754,-0.08527299,-0.1750167,1.377647,-0.09294871,-0.1763646,1.381092,0.07701105,0.01263855,1.175864,0.1431657,0.2151942,1.204391,-0.00318358,-0.1736688,1.374202,-0.2629085,0.01629345,1.166524,-0.3176894,0.2165126,1.201022,-0.1694232,-0.1001239,0.8491737,-0.1607654,-0.1139438,0.4400192,-0.1471012,-0.126112,0.04386278,-0.1369765,-0.1756817,0.002926807,-0.1452313,0.002950842,-0.00358168,-0.1404691,-0.1630937,0.9265523,-0.06787361,-0.4343133,0.03888684,-0.3242285,3.10905,0.01678963,-1.490815,-3.88866,0.3152512,1.414767,1.20899,2.00576,-0.1746703,-4.345676,1.557812,0.3779284,0.1857326,-1.73E-10,0,0.5196517,-0.9387774,1.016728,38.05068,-15.30911,38.05068,77.46714,44.6949,0,0,38.05068,-15.30911,38.05068,77.46714,44.6949,0,0,0,0,0,0,0,0,0,0,1,1,0,0
130.6333,0,0,0,-0.1787964,0.002157958,-0.001337483,-0.1299767,0.04404687,-0.009274301,-0.1135515,0.4401791,-0.009293128,-0.1034154,0.8495885,-0.006308507,-0.04957923,0.9307562,-0.08253355,-0.1544674,1.006741,-0.08527823,-0.1747612,1.377619,-0.09298841,-0.1759361,1.381088,0.07697213,0.01328629,1.176009,0.1429602,0.2156715,1.204636,-0.003605164,-0.1735863,1.37415,-0.262949,0.01647211,1.166603,-0.3178931,0.2168206,1.201243,-0.169835,-0.09970012,0.8491371,-0.1607832,-0.1135812,0.4399847,-0.1471171,-0.1258002,0.04382983,-0.1369912,-0.1753792,0.002900858,-0.1452242,0.003254521,-0.003632573,-0.1405423,-0.1627301,0.9265368,-0.06789882,-0.5838121,-0.02896922,-0.404307,3.110372,0.0223358,-1.461726,-3.882342,0.3197145,1.382399,1.26409,2.069846,-0.1717989,-4.340149,1.550188,0.384914,0.1843457,-1.71E-10,0,0.5733665,-0.9376165,1.043208,38.05514,-15.30879,38.05514,77.46202,44.69665,0,0,38.05514,-15.30879,38.05514,77.46202,44.69665,0,0,0,0,0,0,0,0,0,0,1,1,0,0
130.65,0,0,0,-0.1787964,0.002154878,-0.00134942,-0.1299768,0.04404493,-0.009281258,-0.1136072,0.4401794,-0.009260625,-0.1034873,0.8495893,-0.006233965,-0.04972754,0.9307806,-0.08248769,-0.1546546,1.006713,-0.08518565,-0.1751451,1.377581,-0.09291475,-0.1761626,1.381067,0.07704647,0.01323815,1.176101,0.1428766,0.215471,1.204807,-0.003883444,-0.1741276,1.374095,-0.262876,0.0159971,1.166649,-0.3179755,0.2164661,1.201398,-0.1701061,-0.09984507,0.8491337,-0.1607104,-0.1136847,0.4399801,-0.147042,-0.1258825,0.04382463,-0.1369141,-0.1754615,0.002893327,-0.1451355,0.003173599,-0.003631641,-0.1404958,-0.1629417,0.9265212,-0.06783933,-0.6782361,0.08603845,-0.3629729,3.134612,0.02968669,-1.432629,-3.908483,0.3276105,1.35543,1.258522,2.061925,-0.1776851,-4.363675,1.548046,0.3976006,0.1868736,-1.70E-10,0,0.5748615,-0.9395171,1.069902,38.05858,-15.30853,38.05858,77.45802,44.69803,0,0,38.05858,-15.30853,38.05858,77.45802,44.69803,0,0,0,0,0,0,0,0,0,0,1,1,0,0
130.6667,0,0,0,-0.1787962,0.002151544,-0.001378135,-0.1299761,0.04404277,-0.009300353,-0.1134675,0.4401715,-0.009181708,-0.1032685,0.8495781,-0.006055705,-0.04955965,0.9308008,-0.08231195,-0.1545095,1.006704,-0.08495611,-0.1755256,1.377543,-0.09260997,-0.1764228,1.381,0.07735251,0.01332604,1.176301,0.1430082,0.2154099,1.205304,-0.003898451,-0.1746284,1.374086,-0.2625724,0.01575881,1.166927,-0.3178442,0.2162873,1.201923,-0.170114,-0.099682,0.8491557,-0.1605335,-0.1135616,0.4399975,-0.1470424,-0.1257942,0.0438388,-0.1370864,-0.1753791,0.002915787,-0.1453141,0.003256534,-0.00362801,-0.1407199,-0.1629901,0.926519,-0.0676648,-0.7924046,0.1773663,-0.7960182,3.152627,0.03460787,-1.410182,-3.93614,0.3292168,1.334829,1.267223,2.081828,-0.1915834,-4.386698,1.535074,0.4044993,0.1862357,-1.69E-10,0,0.6391676,-0.9393133,1.091211,38.06219,-15.30827,38.06219,77.45383,44.69946,0,0,38.06219,-15.30827,38.06219,77.45383,44.69946,0,0,0,0,0,0,0,0,0,0,1,1,0,0
130.6833,0,0,0,-0.1787958,0.00213314,-0.001453895,-0.1299765,0.04403113,-0.009345392,-0.1137771,0.4401725,-0.008988857,-0.1036362,0.8495807,-0.005609109,-0.05001939,0.9308699,-0.08185921,-0.1550472,1.006666,-0.08447963,-0.1763329,1.37749,-0.09213073,-0.1771822,1.380948,0.07783197,0.01274816,1.176399,0.1434313,0.2147671,1.205535,-0.003538322,-0.1754836,1.374032,-0.2620934,0.01505101,1.167023,-0.3174181,0.2155976,1.202154,-0.1697444,-0.1000673,0.8491855,-0.1600874,-0.1137445,0.4400208,-0.1465959,-0.125807,0.04385683,-0.1366395,-0.1753742,0.002912514,-0.1448672,0.003264182,-0.003554574,-0.1402728,-0.1635029,0.9265012,-0.06726056,-0.7203005,0.0672778,-0.8934904,3.191086,0.03614658,-1.384405,-3.986718,0.3549545,1.328641,1.231929,2.037902,-0.2271217,-4.417012,1.544397,0.4101642,0.1898442,-1.68E-10,0,0.6222874,-0.9482779,1.102206,38.06639,-15.30796,38.06639,77.44897,44.70113,0,0,38.06639,-15.30796,38.06639,77.44897,44.70113,0,0,0,0,0,0,0,0,0,0,1,1,0,0
130.7,0,0,0,-0.1787956,0.002123216,-0.001497782,-0.1299766,0.04402494,-0.009371246,-0.1138404,0.4401687,-0.008843847,-0.1037469,0.8495767,-0.005286983,-0.05019859,0.9309284,-0.08151863,-0.1552879,1.00664,-0.08411663,-0.1768719,1.377448,-0.09171072,-0.1776954,1.380881,0.07825262,0.01242686,1.17649,0.1437882,0.2143971,1.205795,-0.003214491,-0.1760484,1.374015,-0.2616741,0.01465975,1.167182,-0.3170586,0.2152024,1.202438,-0.1694097,-0.1001828,0.8492229,-0.1597655,-0.1137801,0.4400517,-0.1463914,-0.1257636,0.04388248,-0.1365484,-0.175319,0.002930058,-0.1448065,0.003318904,-0.003500912,-0.1401445,-0.163773,0.926493,-0.06695405,-0.6175879,-0.1306657,-1.05414,3.228692,0.03990412,-1.36367,-4.026777,0.3645679,1.326911,1.229491,2.028805,-0.2519106,-4.452317,1.543248,0.4342859,0.1897718,-1.67E-10,0,0.6219677,-0.9537911,1.110285,38.07135,-15.30759,38.07135,77.44325,44.70307,0,0,38.07135,-15.30759,38.07135,77.44325,44.70307,0,0,0,0,0,0,0,0,0,0,1,1,0,0
130.7167,0,0,0,-0.1787958,0.002141219,-0.001443356,-0.129975,0.0440364,-0.009340599,-0.1131823,0.440153,-0.008927076,-0.1029634,0.8495545,-0.005504577,-0.04936844,0.9308249,-0.08178999,-0.1543758,1.006651,-0.08435088,-0.1761873,1.377443,-0.09209975,-0.1768041,1.380959,0.07786278,0.01353208,1.176723,0.1432628,0.2153038,1.206065,-0.004004905,-0.1755706,1.373927,-0.2620623,0.01520444,1.167191,-0.3175785,0.2159069,1.202628,-0.1701901,-0.09948669,0.8491519,-0.1599849,-0.1133355,0.4399871,-0.1466676,-0.1255493,0.04382354,-0.1368799,-0.1751327,0.002901753,-0.1451221,0.003503487,-0.003635751,-0.1405412,-0.1631039,0.9264825,-0.06722524,-0.3829651,-0.1873069,-0.8859701,3.202533,0.04369055,-1.344715,-3.982062,0.3638226,1.294629,1.304226,2.12212,-0.2330479,-4.425984,1.517065,0.4410253,0.1877309,-1.66E-10,0,0.719781,-0.9603971,1.148725,38.0752,-15.30731,38.0752,77.43888,44.70453,0,0,38.0752,-15.30731,38.0752,77.43888,44.70453,0,0,0,0,0,0,0,0,0,0,1,1,0,0
