t,P_mtp_toes_r,y,z,P_subt_calc_r,y,z,P_Ankle_tal_r,y,z,P_KneeJ_r,y,z,P_HipJ_r,y,z,P_Pelvis_C,y,z,P_Torso,y,z,P_neck,y,z,P_sho_r,y,z,P_elb_r,y,z,P_hand_r,y,z,P_sho_l,y,z,P_elb_l,y,z,P_hand_l,y,z,P_HipJ_l,y,z,P_KneeJ_l,y,z,P_Ankle_tal_l,y,z,P_subt_calc_l,y,z,P_mtp_toes_l,y,z,Pc_total,y,z,acc_Total_COM,y,z,pelvis Tilt - z,pelvis List - x,pelvis rotation - y,hip flexion_r - z,hip adduction_r - x,hip rotation_r - y,knee angle_r - z,ankle_angle_r - z,subtalar_anle_r - y,hip flexion_l - z,hip adduction_l - x,hip rotation_l - y,knee angle_l - z,ankle_angle_l - z,subtalar_anle_l - y,lumbar_extension_z,lumbar_bending_x,lumbar_rotation_y,arm_flex_r_z,arm_add_r_x,arm_rot_r_y,elbow_flex_r_z,pro_sup_r_y,wrist_flex_r_z,wrist_dev_r_x,arm_flex_l_z,arm_add_l_x,arm_rot_l_y,elbow_flex_l_z,pro_sup_l_y,wrist_flex_l_z,wrist_dev_l_x,Sailangle-z,Sailangle-x,Sailangle-y,Boardangle-z,Boardangle-x,Boardangle-y,sailing speed,sailing direction,Upwind - 1_ Downwind - 0,sidewind R-1_ L-0,wind speed,wind direction
142.3333,0,0,0,-0.1775224,0.005844719,0.02064595,-0.1292149,0.04673952,0.006680108,-0.07751094,0.4393114,-0.01343265,-0.2106202,0.8258571,-0.03619014,-0.1613925,0.8855811,-0.1326601,-0.2459474,0.9832446,-0.1229112,-0.1021305,1.324927,-0.1472388,-0.07038751,1.323457,0.01976489,0.03199578,1.058412,0.05831394,0.1900707,0.9972194,-0.1274935,-0.1338735,1.326398,-0.3142424,-0.05362785,1.062378,-0.3921624,0.1613928,0.9985478,-0.2783714,-0.2446097,0.8114069,-0.1862313,-0.1543674,0.4149173,-0.2318002,-0.181632,0.01951631,-0.2420574,-0.2335414,-0.01927003,-0.2406151,-0.05931221,-0.03143452,-0.2789666,-0.1808079,0.8906406,-0.1094369,-0.02139563,-0.09952033,0.04847495,-8.604266,-5.448756,3.732089,28.1885,-2.471211,-12.59946,26.07606,6.837706,3.67421,24.64691,-8.920021,-1.373719,17.24308,-3.42E-13,0,-12.49977,6.179304,0.4138513,41.34796,-15.10854,41.34796,75.33855,44.99802,0,0,41.34796,-15.10854,41.34796,75.33855,44.99802,0,0,0,0,0,0,0,0,0,0,1,1,0,0
142.35,0,0,0,-0.1775055,0.00570439,0.02082953,-0.1292266,0.04666389,0.006954537,-0.07391557,0.4388611,-0.01072445,-0.2170563,0.822035,-0.03138123,-0.1676039,0.8803167,-0.1286154,-0.2506681,0.9792696,-0.1190562,-0.09982628,1.317734,-0.1457165,-0.06661844,1.316066,0.02100021,0.0304451,1.049012,0.05944128,0.1854951,0.9839279,-0.1275886,-0.1330341,1.319402,-0.3124332,-0.05912961,1.05351,-0.3902598,0.1554959,0.9854344,-0.2781965,-0.2522384,0.806964,-0.181086,-0.1520849,0.4130255,-0.228371,-0.1823935,0.01774277,-0.2332149,-0.2345618,-0.02063055,-0.2305704,-0.06097,-0.03458957,-0.2711367,-0.1820107,0.8858838,-0.106315,-0.1199335,-0.1810765,0.002933314,-9.552127,-5.640449,3.667156,30.51858,-2.471755,-13.13902,28.0495,7.348961,3.398225,27.02432,-8.91936,-1.894561,19.28874,-3.39E-13,0,-12.83881,6.42406,0.7071664,41.35018,-15.10844,41.35018,75.3379,44.99803,0,0,41.35018,-15.10844,41.35018,75.3379,44.99803,0,0,0,0,0,0,0,0,0,0,1,1,0,0
142.3667,0,0,0,-0.1775058,0.005537473,0.02087227,-0.1292502,0.04656874,0.007128873,-0.07020237,0.4383275,-0.008000707,-0.2226409,0.8181328,-0.02645445,-0.1729123,0.874988,-0.1243898,-0.2544484,0.9752249,-0.1150533,-0.09623213,1.310122,-0.1439303,-0.06195199,1.308283,0.02256746,0.02935876,1.039253,0.06132181,0.1816471,0.9700592,-0.1265004,-0.1305123,1.31196,-0.310428,-0.06310815,1.044212,-0.3877874,0.1506811,0.97172,-0.2769013,-0.2589308,0.8025277,-0.1758397,-0.1476911,0.4118442,-0.2258078,-0.1810752,0.01678077,-0.2248407,-0.2334893,-0.02114491,-0.2209114,-0.0606263,-0.03700393,-0.2638238,-0.1821441,0.8810252,-0.1031428,-0.1235321,-0.3611242,-0.05204194,-10.52543,-5.829313,3.613572,32.77369,-2.47919,-13.6568,29.94912,7.88171,3.101629,29.62012,-8.954483,-2.509999,21.58184,-3.37E-13,0,-13.23512,6.664061,0.909006,41.35209,-15.10834,41.35209,75.33734,44.99804,0,0,41.35209,-15.10834,41.35209,75.33734,44.99804,0,0,0,0,0,0,0,0,0,0,1,1,0,0
142.3833,0,0,0,-0.177497,0.005371493,0.02099005,-0.1292706,0.0464733,0.007355456,-0.0675956,0.4379122,-0.005383335,-0.230198,0.8137083,-0.02177063,-0.1802526,0.8690339,-0.1204687,-0.2602121,0.9705587,-0.1114171,-0.09521312,1.301939,-0.1427972,-0.05981561,1.300058,0.02346603,0.02611677,1.029334,0.06271822,0.1755969,0.9561964,-0.1258642,-0.1306106,1.30382,-0.3090605,-0.06936367,1.034406,-0.3857567,0.1436251,0.957895,-0.2760367,-0.2676794,0.797475,-0.1707943,-0.1445886,0.4105252,-0.2227416,-0.1815296,0.01585673,-0.2148258,-0.234244,-0.02151451,-0.2097635,-0.06195281,-0.03967671,-0.254041,-0.1842521,0.8757379,-0.1001884,-0.1744869,-0.2267166,0.0907278,-11.55458,-6.023949,3.547541,35.18508,-2.546498,-14.21227,31.83385,8.254137,2.825092,32.33691,-8.852695,-2.840733,24.09084,-3.34E-13,0,-13.53033,6.900274,1.093139,41.35555,-15.10818,41.35555,75.33634,44.99806,0,0,41.35555,-15.10818,41.35555,75.33634,44.99806,0,0,0,0,0,0,0,0,0,0,1,1,0,0
142.4,0,0,0,-0.1775119,0.00512353,0.02092532,-0.1293173,0.04632047,0.007466903,-0.06593594,0.4375727,-0.002279188,-0.2387457,0.8090321,-0.01601382,-0.1885709,0.8627972,-0.1154551,-0.2668741,0.965631,-0.1067056,-0.09557687,1.293521,-0.1408801,-0.05917954,1.291812,0.02516902,0.02166036,1.019657,0.06533594,0.168476,0.9425994,-0.1237776,-0.1319742,1.295229,-0.3069293,-0.07651654,1.024265,-0.3825593,0.1356048,0.9441421,-0.2737404,-0.2774242,0.7922284,-0.1646679,-0.1426656,0.4092655,-0.2180605,-0.182531,0.01509866,-0.20277,-0.2354861,-0.02176844,-0.1966366,-0.06368477,-0.04204865,-0.2418873,-0.1874433,0.8702789,-0.09629575,0.03002469,-0.2116644,0.04926823,-12.63295,-6.192381,3.51958,37.67378,-2.589431,-14.8054,33.61161,8.493777,2.454169,35.05107,-8.627017,-3.085947,26.51298,-3.30E-13,0,-13.73224,7.069799,1.198837,41.35895,-15.10801,41.35895,75.33535,44.99807,0,0,41.35895,-15.10801,41.35895,75.33535,44.99807,0,0,0,0,0,0,0,0,0,0,1,1,0,0
142.4167,0,0,0,-0.1775428,0.004840053,0.02073031,-0.1293778,0.04614175,0.007488515,-0.06451821,0.437219,0.000980148,-0.2470489,0.8042384,-0.009896824,-0.1965183,0.856614,-0.1098979,-0.2731579,0.9607144,-0.1014008,-0.09516638,1.284738,-0.1381434,-0.05803841,1.283154,0.02774516,0.01725935,1.009579,0.06902455,0.1615335,0.9284377,-0.1203368,-0.1322944,1.286322,-0.3040319,-0.08288805,1.013852,-0.378436,0.1280051,0.9298683,-0.2701424,-0.2867025,0.7871553,-0.1582619,-0.140567,0.4086749,-0.214545,-0.181878,0.01494831,-0.1930214,-0.2349151,-0.0215996,-0.1857851,-0.06368905,-0.04327182,-0.232546,-0.1901631,0.8647657,-0.09213193,-0.1066215,-0.3866341,0.01657914,-13.68882,-6.286213,3.50417,40.10664,-2.677826,-15.30135,35.30226,8.701491,2.042674,37.77304,-8.502924,-3.537851,28.74737,-3.27E-13,0,-14.0286,7.157834,1.272093,41.36147,-15.10789,41.36147,75.33463,44.99808,0,0,41.36147,-15.10789,41.36147,75.33463,44.99808,0,0,0,0,0,0,0,0,0,0,1,1,0,0
142.4333,0,0,0,-0.1776067,0.004472254,0.02025989,-0.1294676,0.04590505,0.00733724,-0.062752,0.4367164,0.004884485,-0.2547944,0.7990966,-0.002437325,-0.2037972,0.8503777,-0.1027683,-0.2790041,0.9555378,-0.09452121,-0.09426439,1.275564,-0.1329498,-0.05683546,1.273869,0.03286996,0.01274435,0.998932,0.07512328,0.1548714,0.9139828,-0.1141917,-0.1316933,1.277259,-0.2987696,-0.08821455,1.003504,-0.3721506,0.1210736,0.9155132,-0.2639248,-0.2950248,0.7819478,-0.1506394,-0.1372507,0.4084411,-0.2096983,-0.1800123,0.01526989,-0.1817999,-0.2331424,-0.02093831,-0.1736026,-0.06236649,-0.04404929,-0.2213107,-0.1923142,0.859029,-0.08634028,-0.2473382,-0.472492,-0.2307376,-14.66647,-6.35205,3.500855,42.428,-2.690519,-15.68381,37.03466,8.965291,1.511672,40.38873,-8.312587,-4.012557,31.0511,-3.26E-13,0,-14.4636,7.242027,1.354728,41.36364,-15.10778,41.36364,75.334,44.99809,0,0,41.36364,-15.10778,41.36364,75.334,44.99809,0,0,0,0,0,0,0,0,0,0,1,1,0,0
142.45,0,0,0,-0.1776863,0.004047257,0.01964159,-0.1295744,0.0456292,0.007102667,-0.0609759,0.4361159,0.00930731,-0.2633052,0.7930981,0.00599826,-0.2117329,0.8435342,-0.09446702,-0.285754,0.9495542,-0.08650533,-0.09508457,1.266011,-0.1255211,-0.05768331,1.263921,0.04030045,0.006781447,0.9878154,0.08304619,0.1472811,0.8998921,-0.1061257,-0.1324858,1.268102,-0.2913426,-0.09410227,0.9934548,-0.36423,0.1135127,0.9017797,-0.2558403,-0.3037225,0.7760056,-0.1421595,-0.1335434,0.4082233,-0.2039111,-0.1795244,0.01585746,-0.1703656,-0.2329633,-0.0198015,-0.1617768,-0.06226008,-0.0449719,-0.2086967,-0.1953995,0.8528497,-0.07922401,-0.03743496,-0.397406,-0.03500339,-15.56865,-6.433756,3.442478,44.78192,-2.662183,-15.95555,38.91376,9.233353,0.8956497,42.98224,-8.081808,-4.08275,33.67849,-3.22E-13,0,-14.8728,7.353688,1.478794,41.36782,-15.10758,41.36782,75.3328,44.99811,0,0,41.36782,-15.10758,41.36782,75.3328,44.99811,0,0,0,0,0,0,0,0,0,0,1,1,0,0
142.4667,0,0,0,-0.1777388,0.003704795,0.01923027,-0.1296547,0.04540832,0.006992029,-0.05943422,0.4355661,0.01303345,-0.2723061,0.7865788,0.01289361,-0.2200556,0.8358376,-0.08780505,-0.2926293,0.9428897,-0.08034411,-0.09653082,1.255911,-0.1201613,-0.05911628,1.253564,0.04565382,0.000589773,0.9764882,0.08902875,0.1394817,0.8857065,-0.09998015,-0.1339454,1.258258,-0.2859764,-0.1003295,0.9828187,-0.3582288,0.1057038,0.8878254,-0.2496783,-0.3129551,0.7693418,-0.135184,-0.1320258,0.4070183,-0.1998339,-0.1815118,0.01557247,-0.1609517,-0.2352701,-0.01948932,-0.1519097,-0.06477344,-0.04681547,-0.1983723,-0.1991225,0.8461382,-0.07374687,0.1497446,-0.3363156,0.207371,-16.54901,-6.523409,3.314086,47.32697,-2.713333,-16.23223,40.82285,9.463983,0.3987045,45.5352,-7.997329,-4.178819,36.13803,-3.20E-13,0,-15.05578,7.491454,1.609094,41.37004,-15.10747,41.37004,75.33216,44.99812,0,0,41.37004,-15.10747,41.37004,75.33216,44.99812,0,0,0,0,0,0,0,0,0,0,1,1,0,0
142.4833,0,0,0,-0.1777713,0.003384647,0.01898757,-0.1297248,0.04519966,0.006983955,-0.0596792,0.4353208,0.01645028,-0.2834743,0.779656,0.01905481,-0.2305738,0.8278596,-0.08181504,-0.3018508,0.9358121,-0.07484392,-0.1010064,1.245685,-0.1156184,-0.06358198,1.243247,0.05019312,-0.008094376,0.9654191,0.09435313,0.1293347,0.8719818,-0.09443072,-0.1384309,1.248123,-0.2814299,-0.1090401,0.9719964,-0.3528939,0.09554964,0.8741831,-0.2441178,-0.3242443,0.7622963,-0.1289752,-0.1328093,0.4057732,-0.196723,-0.1839323,0.01512481,-0.1523299,-0.2378152,-0.01956242,-0.1426103,-0.06762292,-0.04830409,-0.1893341,-0.2051249,0.8392748,-0.06894749,0.1197147,-0.2275456,0.1661517,-17.47679,-6.570244,3.114538,49.86552,-2.837398,-16.44635,42.56548,9.432082,-0.04551069,47.99884,-7.951775,-4.547542,38.37179,-3.19E-13,0,-15.2211,7.554067,1.730622,41.37167,-15.1074,41.37167,75.33169,44.99813,0,0,41.37167,-15.1074,41.37167,75.33169,44.99813,0,0,0,0,0,0,0,0,0,0,1,1,0,0
142.5,0,0,0,-0.1778127,0.003066117,0.01865036,-0.1297977,0.04499165,0.006909386,-0.05922281,0.4349174,0.01985684,-0.2935103,0.7723825,0.02514604,-0.2396838,0.8196204,-0.07569079,-0.3096164,0.928482,-0.06926229,-0.1041496,1.235262,-0.1103894,-0.0669075,1.232553,0.055459,-0.01558849,0.9540086,0.1001402,0.1205934,0.8582142,-0.08836598,-0.1413918,1.237972,-0.2762377,-0.1160423,0.9613164,-0.3472051,0.08697492,0.8606599,-0.2380771,-0.3340217,0.7551042,-0.1229645,-0.1319157,0.4047453,-0.1930394,-0.1848487,0.01496204,-0.1434654,-0.2388989,-0.01934964,-0.1333495,-0.06878066,-0.04947905,-0.1794647,-0.209855,0.832264,-0.06386635,0.1785645,-0.08466829,0.2032191,-18.42572,-6.569578,2.879073,52.40071,-2.942089,-16.50862,44.37398,9.50392,-0.4972844,50.47933,-7.798911,-4.827036,40.61396,-3.17E-13,0,-15.33654,7.556764,1.909313,41.3736,-15.1073,41.3736,75.33113,44.99814,0,0,41.3736,-15.1073,41.3736,75.33113,44.99814,0,0,0,0,0,0,0,0,0,0,1,1,0,0
142.5167,0,0,0,-0.177878,0.002720602,0.01807297,-0.1298835,0.04476609,0.006682441,-0.05725488,0.4341625,0.02359547,-0.3018842,0.7644007,0.03184137,-0.2469974,0.8110025,-0.06871949,-0.3156922,0.9206698,-0.06265036,-0.1054495,1.224263,-0.1032874,-0.06871067,1.221034,0.06266388,-0.0217681,0.9417524,0.1075547,0.1134501,0.8438349,-0.08055386,-0.1421883,1.227492,-0.2692387,-0.1208639,0.9504619,-0.340067,0.08028819,0.8467495,-0.2303483,-0.3418356,0.7475834,-0.1164742,-0.1283798,0.4039762,-0.187639,-0.1841306,0.01524909,-0.1331082,-0.2384769,-0.01859348,-0.1229987,-0.06814377,-0.05038328,-0.1671648,-0.2128524,0.8248448,-0.05761557,0.2000956,-0.03708449,0.2701726,-19.29226,-6.520672,2.69255,54.88134,-3.05008,-16.43809,46.41406,9.799715,-1.015395,52.92351,-7.399092,-4.921469,43.02445,-3.15E-13,0,-15.54637,7.502671,2.063714,41.3756,-15.10721,41.3756,75.33055,44.99815,0,0,41.3756,-15.10721,41.3756,75.33055,44.99815,0,0,0,0,0,0,0,0,0,0,1,1,0,0
142.5333,0,0,0,-0.1779242,0.002415036,0.01765661,-0.1299552,0.04456589,0.006551656,-0.05625945,0.433596,0.02692338,-0.3114083,0.7559633,0.03758279,-0.2556467,0.8019956,-0.06275887,-0.323183,0.9123925,-0.05691929,-0.1085289,1.212984,-0.09679873,-0.07241982,1.209232,0.06927973,-0.02958156,0.9293144,0.1143121,0.1048936,0.8295011,-0.07333225,-0.144638,1.216736,-0.2628772,-0.1269788,0.9394349,-0.3336519,0.07230134,0.8328878,-0.2232354,-0.3509797,0.7396085,-0.1108862,-0.126629,0.40319,-0.1842342,-0.1856612,0.01549694,-0.1259267,-0.2403349,-0.01784087,-0.1159058,-0.06987527,-0.05133805,-0.1582856,-0.2173043,0.8171834,-0.05223659,0.2090852,-0.02655501,0.2709929,-20.08121,-6.493547,2.574472,57.34997,-3.271896,-16.38505,48.3828,9.951397,-1.463415,55.33994,-7.134123,-4.895193,45.46976,-3.14E-13,0,-15.74182,7.514612,2.116251,41.37686,-15.10714,41.37686,75.33019,44.99815,0,0,41.37686,-15.10714,41.37686,75.33019,44.99815,0,0,0,0,0,0,0,0,0,0,1,1,0,0
142.55,0,0,0,-0.1779536,0.002156049,0.01739184,-0.1300124,0.04439577,0.006506283,-0.05595514,0.4331957,0.02975837,-0.321297,0.7474138,0.04225821,-0.2647874,0.7928697,-0.05792766,-0.3312051,0.9039529,-0.05227613,-0.1122685,1.201538,-0.09141762,-0.07665737,1.197195,0.07475395,-0.03784713,0.9166833,0.1197416,0.09571762,0.8151009,-0.06760326,-0.1478796,1.205881,-0.2575892,-0.1339009,0.9283973,-0.3284728,0.06357617,0.8190206,-0.2175845,-0.3606201,0.7314613,-0.1063205,-0.1255879,0.4027782,-0.182677,-0.1885129,0.01613526,-0.1215359,-0.24356,-0.01663691,-0.111695,-0.07304858,-0.05198404,-0.1523281,-0.2223353,0.8094833,-0.04795906,0.2110624,0.06357239,0.3036006,-20.78607,-6.504046,2.475657,59.75746,-3.563679,-16.33878,50.23732,10.00005,-1.831407,57.78686,-6.981548,-4.725106,48.00684,-3.13E-13,0,-15.94754,7.567092,2.189877,41.37809,-15.10708,41.37809,75.32983,44.99816,0,0,41.37809,-15.10708,41.37809,75.32983,44.99816,0,0,0,0,0,0,0,0,0,0,1,1,0,0
142.5667,0,0,0,-0.1779694,0.001935721,0.0172556,-0.1300577,0.04425084,0.00653442,-0.05610099,0.4329191,0.03218388,-0.3314307,0.738624,0.04604034,-0.2743114,0.7836793,-0.05398055,-0.3397964,0.8953178,-0.04838666,-0.1170242,1.190126,-0.08689546,-0.08185438,1.185266,0.07935575,-0.04669367,0.9042681,0.1243101,0.08600577,0.8010813,-0.06277276,-0.152194,1.194986,-0.2531467,-0.1415571,0.9173766,-0.3241185,0.05426368,0.8054675,-0.2128207,-0.3705525,0.7231259,-0.1026396,-0.1250261,0.4026607,-0.1822666,-0.1920633,0.01695801,-0.119577,-0.2475015,-0.01526055,-0.1101106,-0.0769147,-0.05237322,-0.1488067,-0.2279742,0.8017843,-0.04452128,0.2371474,0.04072353,0.2568353,-21.37569,-6.502239,2.423844,62.04945,-3.93371,-16.24556,52.03583,9.981172,-2.131194,60.15388,-6.849081,-4.377818,50.53513,-3.12E-13,0,-16.18811,7.585379,2.230311,41.37919,-15.10703,41.37919,75.32951,44.99816,0,0,41.37919,-15.10703,41.37919,75.32951,44.99816,0,0,0,0,0,0,0,0,0,0,1,1,0,0
142.5833,0,0,0,-0.1779832,0.001724662,0.01713477,-0.1301012,0.04411079,0.006562605,-0.05664959,0.4327202,0.03445728,-0.3412803,0.7299772,0.04949115,-0.283627,0.7747124,-0.05036694,-0.3482605,0.8868454,-0.04475878,-0.1218322,1.178934,-0.08266558,-0.0871908,1.173668,0.08368418,-0.05555205,0.8922709,0.1287587,0.07641282,0.7874666,-0.05794419,-0.1564737,1.184199,-0.2490153,-0.1489901,0.9064737,-0.3199351,0.04514878,0.7922188,-0.2080756,-0.3802398,0.7149615,-0.09928087,-0.1255188,0.4024235,-0.1826858,-0.1959867,0.01736027,-0.1198283,-0.2517431,-0.0144201,-0.1107576,-0.08113048,-0.05289543,-0.1479812,-0.2336759,0.7942204,-0.04147637,0.3966997,0.09966543,0.3046651,-21.90913,-6.503504,2.391085,64.21279,-4.309717,-16.14297,53.69816,9.903348,-2.413487,62.33017,-6.828522,-4.007133,52.76833,-3.11E-13,0,-16.45086,7.594437,2.202979,41.38033,-15.10698,41.38033,75.32918,44.99817,0,0,41.38033,-15.10698,41.38033,75.32918,44.99817,0,0,0,0,0,0,0,0,0,0,1,1,0,0
142.6,0,0,0,-0.1779951,0.001554106,0.01702797,-0.1301361,0.04399805,0.006584051,-0.0568027,0.4324922,0.03633338,-0.3495436,0.7219593,0.05222507,-0.2912944,0.7662895,-0.04746766,-0.3551948,0.8788522,-0.04207269,-0.1252812,1.168306,-0.07919822,-0.09153914,1.162864,0.08733063,-0.06331542,0.8811853,0.1329114,0.06838838,0.7746515,-0.05299535,-0.1590232,1.173748,-0.2457271,-0.1543274,0.8958646,-0.3162648,0.03793716,0.779563,-0.2032828,-0.3881568,0.7071749,-0.09666038,-0.1249084,0.4024659,-0.1836127,-0.1986458,0.01796177,-0.1210834,-0.2547002,-0.01341075,-0.1124398,-0.08407647,-0.05313693,-0.1482724,-0.2380685,0.7871024,-0.03911868,0.3272919,0.07287704,0.2763,-22.37317,-6.55548,2.303874,66.15928,-4.553546,-16.02715,55.23569,9.882908,-2.643344,64.39369,-6.926796,-3.597018,54.87108,-3.09E-13,0,-16.72633,7.655972,2.136148,41.38148,-15.10692,41.38148,75.32884,44.99817,0,0,41.38148,-15.10692,41.38148,75.32884,44.99817,0,0,0,0,0,0,0,0,0,0,1,1,0,0
142.6167,0,0,0,-0.178002,0.001436983,0.01696527,-0.1301582,0.04392248,0.006621585,-0.05621512,0.4321943,0.03773345,-0.3563268,0.7142335,0.0540902,-0.2974304,0.7582052,-0.04538083,-0.3606977,0.8711376,-0.04025707,-0.1281617,1.158627,-0.07630088,-0.09537639,1.15301,0.09041318,-0.06976377,0.8711343,0.136317,0.06205187,0.7633786,-0.04880457,-0.160947,1.164243,-0.2430149,-0.158195,0.8862843,-0.3133581,0.03246518,0.7684473,-0.1992537,-0.3944399,0.6996433,-0.09494316,-0.1234098,0.402491,-0.1851791,-0.2011042,0.01875305,-0.1227349,-0.2575039,-0.01209665,-0.1144634,-0.08699302,-0.05342042,-0.1490033,-0.2415105,0.7804724,-0.03740787,0.1789781,0.09779818,0.1746024,-22.7649,-6.607023,2.133963,67.94968,-4.759971,-15.83745,56.77397,9.969724,-2.802631,66.30291,-7.078768,-3.250829,56.97892,-3.08E-13,0,-16.8779,7.711798,2.086604,41.38262,-15.10686,41.38262,75.32851,44.99818,0,0,41.38262,-15.10686,41.38262,75.32851,44.99818,0,0,0,0,0,0,0,0,0,0,1,1,0,0
142.6333,0,0,0,-0.1780085,0.001319755,0.01690625,-0.1301803,0.04384644,0.006660201,-0.05578434,0.4319214,0.03911875,-0.3632673,0.7061406,0.0558698,-0.3037177,0.7499358,-0.0432897,-0.3666075,0.8630911,-0.03844244,-0.1319342,1.148935,-0.0737115,-0.09995604,1.143271,0.09315764,-0.07649182,0.8612748,0.1394696,0.05542785,0.7524184,-0.04493249,-0.1639124,1.154599,-0.2405806,-0.162746,0.876553,-0.3106232,0.02657041,0.7575299,-0.1955169,-0.4006859,0.6917365,-0.09335754,-0.1219947,0.4024814,-0.1868984,-0.2031799,0.01941796,-0.1247542,-0.2598784,-0.01097154,-0.1168296,-0.08948759,-0.05368774,-0.1502497,-0.2453525,0.7737077,-0.03586629,0.07966142,0.1120632,0.1627966,-23.05389,-6.609936,1.89696,69.65796,-4.915167,-15.59469,58.32909,10.03361,-2.960019,68.10313,-7.298875,-2.963524,59.03632,-3.07E-13,0,-17.08072,7.661432,2.099603,41.3836,-15.10682,41.3836,75.32823,44.99818,0,0,41.3836,-15.10682,41.3836,75.32823,44.99818,0,0,0,0,0,0,0,0,0,0,1,1,0,0
142.65,0,0,0,-0.1780087,0.001247451,0.0169096,-0.1301911,0.04380135,0.006727278,-0.05502305,0.4316521,0.04007506,-0.3691462,0.69849,0.05689965,-0.3088422,0.7421048,-0.0418827,-0.3712866,0.8555182,-0.03731798,-0.1345459,1.139758,-0.07172286,-0.103476,1.134099,0.09531798,-0.08211544,0.852015,0.1421071,0.05003832,0.7420506,-0.04146811,-0.1656157,1.145417,-0.2387637,-0.1659193,0.8672785,-0.3084481,0.02200161,0.747157,-0.192202,-0.4057611,0.6843454,-0.09255171,-0.1199638,0.4025336,-0.1882561,-0.2044848,0.02003847,-0.1270663,-0.2614713,-0.009941543,-0.119665,-0.09110487,-0.05387962,-0.1515922,-0.2481969,0.7673368,-0.03482514,0.07121298,0.04208778,0.2425462,-23.31516,-6.589714,1.669734,71.28564,-5.058135,-15.26771,59.82001,10.14474,-3.053093,69.79699,-7.414144,-2.598022,60.89571,-3.06E-13,0,-17.23866,7.572194,2.087001,41.38473,-15.10676,41.38473,75.3279,44.99819,0,0,41.38473,-15.10676,41.38473,75.3279,44.99819,0,0,0,0,0,0,0,0,0,0,1,1,0,0
142.6667,0,0,0,-0.1780096,0.001192623,0.01690433,-0.1301987,0.04376819,0.006781146,-0.05404736,0.4313633,0.04086224,-0.3741905,0.6912008,0.05766468,-0.313289,0.7349302,-0.04069957,-0.375435,0.8485062,-0.03610554,-0.1367619,1.131197,-0.06991606,-0.1064242,1.125578,0.09726064,-0.08703658,0.843431,0.144528,0.04518121,0.7323767,-0.03834368,-0.1670996,1.136816,-0.2370928,-0.1688657,0.8585872,-0.3063931,0.01780607,0.7374471,-0.1891951,-0.4101251,0.677592,-0.0920014,-0.1171409,0.4035958,-0.1895921,-0.205487,0.02183761,-0.1292084,-0.2627934,-0.007654416,-0.1223351,-0.09252113,-0.05304668,-0.1526916,-0.2505452,0.7615327,-0.03390644,0.1218795,0.06817669,0.2677943,-23.46687,-6.500653,1.528279,72.71434,-5.276713,-14.88606,61.24662,10.28724,-3.126074,71.41296,-7.397057,-2.2618,62.86944,-3.05E-13,0,-17.4766,7.386867,2.008405,41.38578,-15.10671,41.38578,75.32759,44.99819,0,0,41.38578,-15.10671,41.38578,75.32759,44.99819,0,0,0,0,0,0,0,0,0,0,1,1,0,0
142.6833,0,0,0,-0.1780057,0.001165245,0.01694783,-0.1301992,0.0437538,0.006858334,-0.05301056,0.4311053,0.04137283,-0.3786438,0.6842861,0.05796888,-0.3173337,0.7282502,-0.04003618,-0.3792125,0.8419613,-0.03518475,-0.1387658,1.123184,-0.06867361,-0.1089936,1.117649,0.09860755,-0.09142006,0.835467,0.1463742,0.04071795,0.723347,-0.03590393,-0.1685379,1.128719,-0.2359548,-0.1717235,0.8503963,-0.304828,0.01385411,0.7283413,-0.1868442,-0.4141537,0.6713548,-0.09185855,-0.1149062,0.4048004,-0.1918652,-0.206537,0.0236809,-0.1323487,-0.264108,-0.005376154,-0.1258436,-0.09401074,-0.05204848,-0.1552243,-0.2526886,0.7561353,-0.03348045,-0.05824187,0.01702761,0.0106473,-23.57887,-6.368452,1.468351,74.01617,-5.593265,-14.49733,62.59907,10.43796,-3.157502,72.8855,-7.394727,-2.015509,64.6738,-3.04E-13,0,-17.72057,7.178095,1.850113,41.38689,-15.10666,41.38689,75.32727,44.9982,0,0,41.38689,-15.10666,41.38689,75.32727,44.9982,0,0,0,0,0,0,0,0,0,0,1,1,0,0
142.7,0,0,0,-0.17799,0.001195802,0.0171097,-0.1301837,0.04377941,0.006998395,-0.05173041,0.430894,0.04131919,-0.3820613,0.6781792,0.05735699,-0.3204878,0.7221644,-0.04047345,-0.3820709,0.8360306,-0.03549952,-0.13966,1.115573,-0.06889185,-0.1102489,1.110059,0.09845383,-0.09467512,0.8278283,0.1466242,0.03704991,0.7145752,-0.03525186,-0.1690711,1.121088,-0.2362375,-0.1740046,0.842702,-0.3047514,0.01051277,0.7195508,-0.1862451,-0.4173815,0.6656249,-0.09254733,-0.1128152,0.405998,-0.1954232,-0.207506,0.02545077,-0.1370452,-0.2653158,-0.003188933,-0.1308127,-0.09546423,-0.0510693,-0.1596663,-0.2540517,0.7511483,-0.03418973,0.1443156,0.1004833,0.1101565,-23.6603,-6.306915,1.44557,75.17896,-5.915796,-14.19226,63.8367,10.62255,-3.100012,74.28349,-7.501903,-1.672165,66.31983,-3.03E-13,0,-17.98279,7.085397,1.766051,41.38797,-15.1066,41.38797,75.32695,44.9982,0,0,41.38797,-15.1066,41.38797,75.32695,44.9982,0,0,0,0,0,0,0,0,0,0,1,1,0,0
